Source,Pre,Pro,Post
"prose,Cicero, Marcus Tullius",". </s><s> . . principum caedes, vel eorum multorum pestes quae paulo post secutae sunt. </s><s> nec vero iam; meo; nomine abstinent, et","credo","quia nostro consilio ac periculo sese in illa vita atque otio conservatos putant, gravius etiam de nobis queruntur et"
"prose,Cicero, Marcus Tullius","tamen et geometriam et harmoniam studeat Pythagorae more coniungere. </s><s> '' tum Scipio:'' sunt ista ut dicis; sed audisse te","credo","Tubero, Platonem Socrate mortuo primum in Aegyptum discendi causa, post in Italiam et in Siciliam contendisse, ut"
"prose,Cicero, Marcus Tullius","disserentem deficiat oratio. </s><s> '' Hic Scipio:'' faciam quod vultis ut potero, et ingrediar in disputationem ea lege, qua","credo","omnibus in rebus disserendis utendam esse si errorem velis tollere, ut eius rei de qua quaeretur si nomen quod sit"
"prose,Cicero, Marcus Tullius",", consilio optimates, libertate populi, ut in conparando difficile ad eligendum sit quid maxime velis. </s><s> ''( Laelius)''","credo","'' inquit,'' sed expediri quae restant vix poterunt, si hoc incohatum reliqueris. </s><s> ''( Scipio)'' Imitemur ergo Aratum, qui"
"prose,Cicero, Marcus Tullius","tenetur, iustitia an sapientia est e minimo omnium; maximus factus? </s><s> ;;( Philus)'' praeter Arcadas et Atheniensis, qui","credo","timentes hoc interdictum iustitiae ne quando existeret, commenti sunt se de terra tamquam hos ex arvis musculos"
"prose,Cicero, Marcus Tullius",", me et de via fessum, et qui ad multam noctem vigilassem, artior, quam solebat, somnus complexus est. </s><s> Hic mihi-","credo","equidem ex hoc, quod eramus locuti; fit enim fere, ut cogitationes sermonesque nostri pariant aliquid in somno tale,"
"prose,Ammianus Marcellinus","tamquam favillas esse facturam deinde ut sceleste factorum ultricem et ipse expertus et docente antiquitate facile","credo",". </s><s> Quid igitur superest, nisi ut turbinibus excitis occurramus, subcrescentis rabiem belli antequam pubescat"
"prose,Cicero, Marcus Tullius","dedidit Post triennum igitur agitata denuo quaestio de viri morte habebatur. </s><s> Et de quibus servis habebatur? </s><s> Nova,","credo",", res obiecta, novi quidam homines in suspicionem vocati sunt. </s><s> De Stratone et de Nicostrato. </s><s> Quid? </s><s> Romae quaesitum de"
"prose,Cicero, Marcus Tullius","vixisset, si nihil longius quam vitae termini postulabant spe atque animo de se et gloria sua cogitasset? </s><s> At,","credo",", cum innumerabilis hostium copias in Italia fudisset atque obsidione rem publicam liberasset, omnia sua se cum una"
"prose,Cicero, Marcus Tullius","relinquit. </s><s> Audistis auctionem populi Romani proscriptam a tribuno plebis, constitutam in mensem Ianuarium, et,","credo",", non dubitatis quin idcirco haec aerari causa non vendiderint ei qui armis et virtute pepererunt, ut esset quod nos"
"prose,Cicero, Marcus Tullius","superbiam et crudelitatem genuisse dicitur, ibi nostri coloni delecti ad omne facinus a xviris conlocabuntur, et,","credo",", qua in urbe homines in vetere dignitate fortunaque nati copiam rerum moderate ferre non potuerunt, in ea isti vestri"
"prose,Cicero, Marcus Tullius","domicilium praebere posse; vos haec, nisi evertere rem publicam cuperetis ac vobis novam dominationem comparare,","credo",", quam perniciosa essent non videretis. </s><s> Quid enim cavendum est in coloniis deducendis? </s><s> Si luxuries, Hannibalem ipsum"
"prose,Cicero, Marcus Tullius","Romam neque aliam sedem imperi nobis consulibus futuram summamque tranquillitatem pacis atque oti, verendum,","credo",", nobis erit ne vestra ista praeclara lex agraria magis popularis esse videatur. </s><s> Cum vero scelera consiliorum"
"prose,Cicero, Marcus Tullius","fraudemque legis et insidias quae ipsi populo Romano a popularibus tribunis plebis fiant ostendero, pertimescam,","credo",", ne mihi non liceat contra vos in contione consistere, praesertim cum mihi deliberatum et constitutum sit ita gerere"
"prose,Cicero, Marcus Tullius","sit, eos agros quorum adhuc penes Cn. Pompeium omne iudicium et potestas more maiorum debet esse xviri vendent? </s><s> Et,","credo",", P. Rullus-- is enim sic se gerit ut sibi iam xvir designatus esse videatur-- ad eam auctionem potissimum"
"prose,Cicero, Marcus Tullius","exemplum ab istis compositum esse arbitror:'' P. Servilivs Rvllvs tribvnvs plebis xvir s. </s><s> d. </s><s> ; Cn.; Pompeio Cn. f. </s><s> '' Non","credo","ascripturum esse'' Magno,'' non enim videtur id quod imminuere lege conatur concessurus verbo. </s><s> '' Te volo cvrare vt mihi"
"prose,Cicero, Marcus Tullius","animi neque consili satis haberet, non putavit esse tanti hereditatem ut de civitate in dubium veniret; concessit,","credo",", Aebutio, quantum vellet de Caesenniae bonis ut haberet. </s><s> Immo, ut viro forti ac sapienti dignum fuit, ita calumniam"
"prose,Cicero, Marcus Tullius","legatos Acmonensis. </s><s> Procedit unus Asclepiades. </s><s> Prodeant; ceteri;. </s><s> Etiamne praeconem mentiri coegisti? </s><s> Est enim,","credo",", is vir iste ut civitatis nomen sua auctoritate sustineat, damnatus turpissimis iudiciis domi, notatus litteris"
"prose,Cicero, Marcus Tullius","usos honoribus hoc praetore circumventos, cur hi neque in iudicio adsunt neque in decreto nominantur? </s><s> Non enim","credo","significari isto loco illum qui se erigit Heraclidam. </s><s> Vtrum enim est in clarissimis civibus is quem iudicatum hic"
"prose,Cicero, Marcus Tullius","et faenerationem; recuperata est multis post annis. </s><s> Quae civitati facta est iniuria? </s><s> At moleste fert civitas. </s><s>","Credo","; avolsum est enim praeter spem quod erat spe devoratum lucrum. </s><s> At queritur. </s><s> Impudenter facit; non enim omnia quae"
"prose,Cicero, Marcus Tullius",", ut multa alia, sapienter; in tam suspiciosa ac maledica civitate locum sermoni obtrectatorum non reliquit. </s><s> Non enim","credo","religionem et Iudaeorum et hostium impedimento praestantissimo imperatori, sed pudorem fuisse. </s><s> Vbi igitur crimen"
"prose,Cicero, Marcus Tullius","blanditur, cur epistulis et sororis et matris imbecillitatem aucupatur, postremo cur non audimus ipsum? </s><s> Retinetur,","credo",", in provincia. </s><s> Mater negat. </s><s> '' Venisset,'' inquit,'' si esset denuntiatum. </s><s> '' Tu certe coegisses, si ullum firmamentum in"
"prose,Cicero, Marcus Tullius","quam ab illa aetate postulandum fuit, delere voluisti; L. Domitium, cuius dignitas et splendor praestringebat,","credo",", oculos Vatini,- quem tu propter commune odium in bonos oderas, in posterum autem, propter omnium spem quae de illo est"
"prose,Cicero, Marcus Tullius","cur in provincia commorari velit, nisi ut ea, quae per eum adfecta sunt, perfecta rei publicae tradat? </s><s> Amoenitas eum,","credo",", locorum, urbium pulchritudo, hominum nationumque illarum humanitas et lepos, victoriae cupiditas, finium"
"prose,Cicero, Marcus Tullius","renuentes huic decem milium crimini! </s><s> iam nostis insulsitatem Graecorum; umeris gestum agebant tum temporis,","credo",", causa; nunc scilicet tempus nullum est. </s><s> Ubi semel quis peieraverit, ei credi postea, etiam si per pluris deos iuret,"
"prose,Cicero, Marcus Tullius","quandam praebebas consulatum tuum, cum esses interrogatus quid sentires de consulatu meo, gravis auctor, Calatinus","credo","aliquis aut Africanus aut Maximus et non Caesoninus Semiplacentinus Calventius, respondes altero ad frontem"
"prose,Cicero, Marcus Tullius","? </s><s> An, cum proficiscebamini paludati in provincias vel emptas vel ereptas, consules vos quisquam putavit? </s><s> Itaque,","credo",", si minus frequentia sua vestrum egressum ornando atque celebrando, at ominibus saltem bonis ut consules, non"
"prose,Cicero, Marcus Tullius","nostro periculo esse sapiens. </s><s> Saepe enim venit ad auris meas te idem istud nimis crebro dicere, tibi satis te vixisse. </s><s>","Credo",": sed tum id audirem, si tibi soli viveres, aut si tibi etiam soli natus esses. </s><s> Omnium salutem civium cunctamque rem"
"prose,Cicero, Marcus Tullius","causam a qua erat reiectus iniuria. </s><s> Quid? </s><s> Cum ista res nihil commouisset eius animum ad quem ueneratis, languidiore,","credo",", studio in causa fuistis; tantum modo in praesidiis eratis, animi uero a causa abhorrebant; an, ut fit in ciuilibus"
"prose,Cicero, Marcus Tullius","cum domo, cum coniuge, cum carissimo filio distractus esset, tanto scelere non modo perfecto, sed etiam cogitato? </s><s> At,","credo",", haec homo inconsultus et temerarius non videbat. </s><s> Quis consideratior illo? </s><s> Quis tectior? </s><s> Quis prudentior? </s><s> Quamquam"
"prose,Cicero, Marcus Tullius","homines novit, vel quia non nosset vel si nosset, contemneret. </s><s> Addit etiam illud, equites non optimos misisse. </s><s>","Credo",", Caesar, nihil ad tuum equitatum, sed misit ex eis, quos habuit, electos. </s><s> Ait nescio quem ex eo numero servum iudicatum"
"prose,Cicero, Marcus Tullius","sed in eo, etiam si accidisset, culpam regis nullam fuisse arbitrarer. </s><s> Alieno autem a te animo fuit quo modo? </s><s> Speravit,","credo",", difficilis tibi Alexandriae fore exitus propter regionis naturam et fluminis. </s><s> At eo tempore ipso pecuniam dedit,"
"prose,Livius, Titus","salvere universi Romulum iubent; pacem precibus ecunt, uti volens propitius suam semper sospitet progeniem. </s><s> Fuisse","credo","tum quoque aliquos qui discerptum regem patrum manibus taciti arguerent; manavit enim haec quoque sed perobscura"
"prose,Livius, Titus",", et ipsae longe dispares moribus. </s><s> Forte ita inciderat ne duo violenta ingenia matrimonio iungerentur fortuna,","credo",", populi Romani, quo diuturnius Servi regnum esset constituique civitatis mores possent. </s><s> Angebatur ferox Tullia"
"prose,Livius, Titus","mittit quidnam se facere vellet, quando quidem ut omnia unus publice Gabiis posset ei di dedissent. </s><s> Huic nuntio, quia,","credo",", dubiae fidei videbatur, nihil voce responsum est; rex velut deliberabundus in hortum aedium transit sequente"
"prose,Livius, Titus","caedes et invecta corpori patris nefando vehiculo filia, invocatique ultores parentum di. </s><s> His atrocioribusque,","credo",", aliis, quae praesens rerum indignitas haudquaquam relatu scriptoribus facilia subicit, memoratis, incensam"
"prose,Livius, Titus","acervos sedisse inlitos limo; insulam inde paulatim, et aliis quae fert temere flumen eodem invectis, factam; postea","credo","additas moles manuque adiutum, ut tam eminens area firmaque templis quoque ac porticibus sustinendis esset. </s>"
"prose,Livius, Titus","Pulvillus. </s><s> Apud quosdam veteres auctores non invenio Lucretium consulem; Bruto statim Horatium suggerunt;","credo",", quia nulla gesta res insignem fecerit consulatum, memoria intercidisse. </s><s> Nondum dedicata erat in Capitolio Iovis"
"prose,Livius, Titus","; ingenti praeda praeter suas reciperatas res potiti sunt. </s><s> Missus tamen ab Roma consul in Volscos C. Nautius; mos,","credo",", non placebat, sine Romano duce exercituque socios propriis viribus consiliisque bella gerere. </s><s> Nullum genus"
"prose,Livius, Titus","decemviris creandis in trinum nundinum indicta sunt, tanta exarsit ambitio, ut primores quoque civitatis- metu,","credo",", ne tanti possessio imperii, vacuo ab se relicto loco, haud satis dignis pateret- prensarent homines, honorem summa"
"prose,Livius, Titus","est consules eos illo anno fuisse, qui neque in annalibus priscis neque in libris magistratuum inveniuntur. </s><s>","Credo","quod tribuni militum initio anni fuerunt, eo perinde ac totum annum in imperio fuerint, suffectis iis consulibus"
"prose,Livius, Titus","rem parvam, tamen quo plures patricii magistratus in re publica essent, laeti accepere, id quod evenit futurum,","credo",", etiam rati, ut mox opes eorum qui praeessent ipsi honori ius maiestatemque adicerent, et tribuni, id quod tunc erat,"
"prose,Livius, Titus","est adgressus. </s><s> Frumento namque ex Etruria privata pecunia per hospitum clientiumque ministeria coempto, quae,","credo",", ipsa res ad levandam publica cura annonam impedimento fuerat, largitiones frumenti facere instituit; plebemque"
"prose,Livius, Titus","eius, nihil controversiae fuit quin consules crearentur M. Geganius Macerinus tertium et L. Sergius Fidenas. </s><s> A bello","credo","quod deinde gessit appellatum; hic enim primus cis Anienem cum rege Veientium secundo proelio conflixit, nec"
"prose,Livius, Titus","maior in urbem redit magistratuque se abdicavit. </s><s> Tribuni militum, mentione nulla comitiorum consularium habita,","credo",", ob iram dictatoris creati, tribunorum militum comitia edixerunt. </s><s> Tum vero gravior cura patribus incessit, quippe"
"prose,Livius, Titus",", relicto ad exercitum collega Romam est profectus, ut senatum ad excidendum Antium hortaretur. </s><s> Inter sermonem eius-","credo","rem Antiatem diuturniorem manere dis cordi fuisse- legati ab Nepete ac Sutrio auxilium adversus Etruscos petentes"
"prose,Livius, Titus","parvis mobili rebus animo muliebri subdidit. </s><s> frequentia quoque prosequentium rogantiumque num quid vellet","credo","fortunatum matrimonium ei sororis visum suique ipsam malo arbitrio, quo a proximis quisque minime anteiri volt,"
"prose,Livius, Titus","in potestate habere, facto iudicio viva sub terram ad portam Collinam dextra viam stratam defossa Scelerato campo;","credo","ab incesto id ei loco nomen factum. </s><s> eodem anno Q. Publilius Philo praetor primum de plebe adversante Sulpicio consule,"
"prose,Livius, Titus","propter eos tumultus dictus M. Valerius Maximus dictator magistrum equitum sibi legit M. Aemilium Paulum. </s><s> - id magis","credo","quam Q. Fabium ea aetate atque eis honoribus Valerio subiectum; ceterum ex Maximi cognomine ortum errorem haud"
"prose,Livius, Titus",", si quis adversus ea fecisset, nihil ultra quam; improbe factum; adiecit. </s><s> Id, qui tum pudor hominum erat, visum,","credo",", vinclum satis validum legis: nunc vix serio ita minetur quisquam. </s><s> Bellum ab eodem consule haudquaquam memorabile"
"prose,Livius, Titus",", qui eo anno aediles curules fuisse tradit Cn. Domitium Cn. Filium Calvinum et Sp. Carvilium Q. Filium Maximum. </s><s> Id","credo","cognomen errorem in aedilibus fecisse secutamque fabulam mixtam ex aediliciis et consularibus comitiis,"
"prose,Livius, Titus","ipse cum suis copiis in Etruriam ad collegam pergit. </s><s> Quem advenientem laeti omnes accepere: Appium ex conscientia sua","credo","animum habuisse- haud immerito iratum si nihil scripserat, inliberali et ingrato animo, si eguerat ope,"
"prose,Livius, Titus","per otium traiectis spernens iam Gallicos tumultus castra locat. </s><s> Elephantorum traiciendorum varia consilia fuisse","credo","; certe variata memoria actae rei. </s><s> Quidam congregatis ad ripam elephantis tradunt ferocissimum ex iis inritatum ab"
"prose,Livius, Titus","utrimque caesos in acie consumpserunt. </s><s> Spolia hostium Marcellus Volcano votum cremavit. </s><s> Tertio post die ob iram,","credo",", aliquam aut spem liberalioris militiae ducenti septuaginta duo equites, mixti Numidae[ et] Hispani, ad Marcellum"
"prose,Livius, Titus","esset. </s><s> consensa in posterum diem contio. </s><s> postquam ab eo conloquio in arcem sese recepit, convocatis militibus''","credo","ego vos audisse, milites'' inquit,'' quemadmodum praesidia Romana ab Siculis circumventa et oppressa sint per hos dies"
"prose,Livius, Titus","ab senatu erant- exercituum supplementum. </s><s> Quamquam nondum aperte Africa provincia decreta erat occultantibus id,","credo",", patribus ne praesciscerent Carthaginienses, tamen in eam spem erecta civitas erat in Africa eo anno bellatum iri"
"prose,Livius, Titus","vestros solum colatis deos sed etiam externos accipiatis. </s><s> fanum est apud nos Proserpinae, de cuius sanctitate templi","credo","aliquam famam ad vos pervenisse Pyrrhi bello, qui cum ex Sicilia rediens Locros classe praeterveheretur, inter alia"
"prose,Livius, Titus","<s> duos eodem nomine Carthaginiensium duces duobus equestribus proeliis interfectos non omnes auctores sunt, veriti,","credo",", ne falleret bis relata eadem res: Coelius quidem et Valerius captum etiam Hannonem tradunt. </s><s> Scipio praefectos"
"prose,Livius, Titus","ad ipsum senatum regendum vis. </s><s> qui ubi in castra Romana et in praetorium pervenerunt more adulantium- accepto,","credo",", ritu ex ea regione ex qua oriundi erant- procubuerunt. </s><s> conveniens oratio tam humili adulationi fuit non culpam"
"prose,Livius, Titus","'' times? </s><s> '' Ad hoc ille superbo et regio animo:'' neminem equidem timeo praeter deos immortales: non omnium autem","credo","fidei quos circa te video, atque omnium minime Aetolis''. </s><s> '' istuc quidem'' ait Romanus'' par omnibus periculum est qui cum"
"prose,Livius, Titus","impedirentur. </s><s> tertio demum die ad verticem perventum. </s><s> nihil vulgatae opinioni degressi inde detraxerunt, magis","credo",", ne vanitas itineris ludibrio esset, quam quod diversa inter se maria montesque et amnes ex uno loco conspici"
"prose,Velleius Paterculus, Caius",", exarmatum Quintumque Sertorium, pro quanti mox belli facem, et multos alios, potitus eorum, dimisit incolumes,","credo","ut in eodem homine duplicis ac diversissimi animi conspiceretur exemplum. </s><s> Post victoriam namque ascendens montem"
"prose,Cicero, Marcus Tullius","est divinatio, qualibusnam a perceptis artis proficiscitur? </s><s> ('' percepta'' appello, quae dicuntur Graece)? </s><s> Non enim","credo","nullo percepto aut ceteros artifices versari in suo munere, aut eos, qui divinatione utantur, futura praedicere. </s>"
"prose,Cicero, Marcus Tullius","; deinde respexit et, simul atque Cn. Lentulum consulem aspexit, concidit in curiae paene limine; recordatione,","credo",", Gabini sui desiderioque Pisonis. </s><s> Cuius ego de ecfrenato et praecipiti furore quid dicam? </s><s> ; An; potest gravioribus a"
"prose,Cicero, Marcus Tullius","occvltaqve minvs diligenter facta pollvtaqve. </s><s> Haruspices haec loquuntur an patrii penatesque di? </s><s> Multi enim sunt,","credo",", in quos huius malefici suspicio cadat. </s><s> Quis praeter hunc unum? </s><s> Obscure dicitur quae sacra polluta sint? </s><s> Quid planius"
"prose,Cicero, Marcus Tullius","gentium iure, de aequitate, de temperantia, de magnitudine animi, de omni virtutis genere sit dicendum, clamabunt,","credo",", omnia gymnasia atque omnes philosophorum scholae sua esse haec omnia propria, nihil omnino ad oratorem pertinere;"
"prose,Cicero, Marcus Tullius",", de reliquo iam nostra culpa fuerit, si te, nisi omnia, quae percontati erimus, explicaris, dimiserimus. </s><s> ;; De eis,","credo",", rebus,; inquit Crassus; ut in cretionibus scribi solet: QVIBVS SCIAM POTEROQVE. </s><s> ; Tum ille; nam quod tu non poteris"
"prose,Cicero, Marcus Tullius","hanc auctoritatem gravitatis et consili sui vindicari a te, Crasse, quod eam oratoris propriam esse dicas, iam,","credo",", huc veniat et hanc loquacitatem nostram vultu ipso aspectuque conterreat; qui quamquam est in dicendo minime"
"prose,Cicero, Marcus Tullius",", nemo est questus, nemo rem publicam imploravit, nemo supplicavit; quid multa? </s><s> Pedem nemo in illo iudicio supplosit,","credo",", ne Stoicis renuntiaretur. </s><s> [ LIV] Imitatus est homo Romanus et consularis veterem illum Socratem, qui, cum omnium"
"prose,Cicero, Marcus Tullius","apud magistros exercentur omnes, cum in eius modi causis alias scriptum, alias aequitatem defendere docentur. </s><s> Et,","credo",", in illa militis causa, si tu aut heredem aut militem defendisses, ad Hostilianas te actiones, non ad tuam vim et"
"prose,Cicero, Marcus Tullius","in nostra patria peregrini atque advenae esse videamur? </s><s> Ac si iam sit causa aliqua ad nos delata obscurior, difficile,","credo",", sit, cum hoc Scaevola communicare; quamquam ipsi omnia, quorum negotium est, consulta ad nos et exquisita deferunt. </s>"
"prose,Cicero, Marcus Tullius","; video enim in Catonis et in Bruti libris nominatim fere referri, quid alicui de iure viro aut mulieri responderit;","credo",", ut putaremus in hominibus, non in re consultationis aut dubitationis causam aliquam fuisse; ut, quod homines"
"prose,Cicero, Marcus Tullius","in suorum verborum maxima copia tamen homines aliena multo magis, si sunt ratione translata, delectant. </s><s> Id accidere","credo",", vel quod ingeni specimen est quoddam transilire ante pedes posita et alia longe repetita sumere; vel quod is, qui"
"prose,Cicero, Marcus Tullius","aliquam cotidie perniciem rei publicae molientem. </s><s> Si te iam, Catilina, comprehendi, si interfici iussero,","credo",", erit verendum mihi, ne non potius hoc omnes boni serius a me quam quisquam crudelius factum esse dicat. </s><s> Verum ego hoc,"
"prose,Cicero, Marcus Tullius","] domi suae fecerat, scirem esse praemissam. </s><s> In exilium eiciebam, quem iam ingressum esse in bellum videbam? </s><s> Etenim,","credo",", Manlius iste centurio, qui in agro Faesulano castra posuit bellum populo Romano suo nomine indixit, et illa castra"
"prose,Cicero, Marcus Tullius","vocavi; deinde item accersitus est L. Statilius et post eum C. Cethegus; tardissime autem Lentulus venit,","credo","quod in litteris dandis praeter consuetudinem proxima nocte vigilarat. </s><s> Cum summis et clarissimis huius civitatis"
"prose,Vegetius Renatus, Flavius","dimicatione consiliis. </s><s> Sequitur, ut, utrum de agris an de urbibus utilior tiro sit, requiramus. </s><s> De qua parte numquam","credo","potuisse dubitari aptiorem armis rusticam plebem, quae sub diuo t in labore nutritur, solis patiens, umbrae neglens,"
"prose,Iordanes","dispensatoris eius beneficio libros ipsos antehac relegi. </s><s> quorum quamvis verba non recolo, sensus tamen et res actas","credo","me integre retinere. </s><s> ad quos et ex nonnullis historiis Grecis ac Latinis addedi convenientia, initium finemque et"
"prose,Iordanes","increscere: mari tardo circumfluam, quod nec remis facile inpellentibus cedat, nec ventorum flatibus intumescat,","credo",", quia remotae longius terrae causas motibus negant: quippe illic latius quam usquam aequor extenditur. </s><s> refert autem"
"prose,Iordanes","dixi, gepanta pigrum aliquid tardumque designat, pro gratuito convicio Gepidarum nomen exortum est, quod nec ipsud","credo","falsissimum: sunt etenim tardioris ingenii et graviores corporum velocitate, hi ergo Gepidae tacti invidia, dum"
"prose,Iordanes","ut pelagus aestimant, pedibus transierunt mox quoque Scythica terra ignotis apparuit, cerva disparuit quod,","credo",", spiritus illi, unde progeniem trahunt, ad Scytharum invidia id egerunt. </s><s> illi vero, qui praeter Meotidam alium"
"prose,Cicero, Marcus Tullius","dici se desiderant Atticos aut ipsi Attice volunt dicere, ut mirentur hunc maxime, quo ne Athenas quidem ipsas magis","credo","fuisse Atticas; quid enim sit Atticum discant eloquentiamque ipsius viribus, non imbecillitate sua metiantur. </s><s> Nunc"
"prose,Cicero, Marcus Tullius","spiritum sine ulla commutatione obtinebis? </s><s> Demosthenes quidem, cuius nuper inter imagines tuas ac tuorum, quod eum","credo","amares, cum ad te in Tusculanum venissem, imaginem ex aere vidi, nil Lysiae subtilitate cedit, nihil argutiis et"
"prose,Cicero, Marcus Tullius","a quibusdam sero iam emendatur antiquitas, qui haec reprehendunt. </s><s> Nam pro deum atque hominum fidem deorum aiunt. </s><s> Ita","credo","hoc illi nesciebant: an dabat hanc consuetudo licentiam? </s><s> Itaque idem poeta qui inusitatius contraxerat: patris mei"
"prose,Cicero, Marcus Tullius","me hercule quam me hercules. </s><s> Non scire quidem barbarum iam videtur, nescire dulcius. </s><s> Ipsum meridiem cur non medidiem? </s><s>","Credo",", quod erat insuavius. </s><s> Vna praepositio est af, quae nunc tantum in accepti tabulis manet ac ne his quidem omnium, in"
"prose,Cicero, Marcus Tullius","; inquiunt. </s><s> Quid si antiquissima illa pictura paucorum colorum magis quam haec iam perfecta delectet, illa nobis sit","credo","repetenda, haec scilicet repudianda! </s><s> Nominibus veterum gloriantur. </s><s> Habet autem ut in aetatibus auctoritatem"
"prose,Cicero, Marcus Tullius","boni, quibus illi excellunt, quam in conclusione sententiarum, quam non habent. </s><s> LI. </s><s> Post inventa conclusio est, qua","credo","usuros veteres illos fuisse, si iam nota atque usurpata res esset; qua inventa omnis usos magnos oratores videmus. </s><s> Sed"
"prose,Iustinus Iunianus, Marcus",". </s><s> Interea Darius in gratiam victoris a cognatis suis aureis conpedibus catenisque in vico Parthorum Thara vincitur,","credo","ita diis immortalibus iudicantibus, ut in terra eorum, qui successuri imperio erant, Persarum regnum finiretur. </s>"
"prose,Cicero, Marcus Tullius","multis et aut nulla aut humili aliqua arte praeditis gratuito civitatem in Graecia homines impertiebant, Reginos","credo","aut Locrensis aut Neapolitanos aut Tarentinos, quod scenicis artificibus largiri solebant, id huic summa ingeni"
"prose,Cicero, Marcus Tullius",", dulcedine quadam gloriae commoti, quasi participes eiusdem laudis, magno illud clamore approbaverunt? </s><s> Itaque,","credo",", si civis Romanus Archias legibus non esset, ut ab aliquo imperatore civitate donaretur perficere non potuit. </s><s> Sulla"
"prose,Cicero, Marcus Tullius","non esset, ut ab aliquo imperatore civitate donaretur perficere non potuit. </s><s> Sulla cum Hispanos donaret et Gallos,","credo","hunc petentem repudiasset: quem nos in contione vidimus, cum ei libellum malus poeta de populo subiecisset, quod"
"prose,Cicero, Marcus Tullius","sapiens ille qui inire viam doceret. </s><s> '' Redite viam. </s><s> '' Eodem duce redibant. </s><s> Haec iam tum apud illos barbatos ridicula,","credo",", videbantur, homines, cum recte atque in loco constitissent, iuberi abire ut, unde abissent, eodem statim redirent. </s>"
"prose,Cicero, Marcus Tullius","adimenda est quae liberalitatem magis significat quam largitionem. </s><s> At enim te ad accusandum res publica adduxit. </s><s>","Credo",", Cato, te isto animo atque ea opinione venisse; sed tu imprudentia laberis. </s><s> Ego quod facio, iudices, cum amicitiae"
"prose,Cicero, Marcus Tullius","ac potissimum minimum fratrem, qui est in isto genere urbanissimus; qui te amat plurimum, qui propter nescio quam,","credo",", timiditatem et nocturnos quosdam inanes metus tecum semper pusio cum maiore sorore cubitavit. </s><s> Eum putato tecum"
"prose,Cicero, Marcus Tullius","superati et oppressi. </s><s> Si, qui ob aliquod emolumentum suum cupidius aliquid dicere videntur, eis credi non convenit,","credo","maius emolumentum Caepionibus et Metellis propositum fuisse ex Q. Pompei damnatione, cum studiorum suorum"
"prose,Cicero, Marcus Tullius","sit quaedam tacita de vobis pudoris ac religionis et, cum disceditis, ea diligenter conservata ac retenta videatur. </s><s>","Credo","haec eadem Indutiomarum in testimonio timuisse aut cogitavisse, qui primum illud verbum consideratissimum nostrae"
"prose,Cicero, Marcus Tullius","loco vita illam mulierem spoliari quam pudicitia maluisse. </s><s> sed refugit statim nec de pudicitia plura dixit veritus,","credo",", ne quem inridendi nobis daret et iocandi locum. </s><s> constat enim illam cum deformitate summa fuisse, tum etiam senectute"
"prose,Cicero, Marcus Tullius","ab eodem Cn. Pompeio civitate donati, quorum tamen omnium laudatione utimur, ignoscent alii viri boni ex Sardinia;","credo","enim esse quosdam. </s><s> neque ego, cum de vitiis gentis loquor, neminem excipio; sed a me est de universo genere dicendum, in"
"prose,Seneca, Lucius Annaeus","sciam, et contumaciter quaeram. </s><s> Non enim me cuiquam emancipavi, nullius nomen fero; multum magnorum virorum iudicio","credo",", aliquid et meo vindico. </s><s> Nam illi quoque non inventa sed quaerenda nobis reliquerunt, et invenissent forsitan"
"prose,Seneca, Lucius Annaeus","parietem habet: incommodis illarum caret, voluptatibus fruitur. </s><s> Has laudes eius ipse novi: esse illam totius anni","credo","; occurrit enim Favonio et illum adeo excipit ut Bais neget. </s><s> Non stulte videtur elegisse hunc locum Vatia in quem otium"
"prose,Seneca, Lucius Annaeus","scire quam nihil. </s><s> Illi non praeferunt lumen per quod acies derigatur ad verum, hi oculos mihi effodiunt. </s><s> Si Protagorae","credo",", nihil in rerum natura est nisi dubium; si Nausiphani, hoc unum certum est, nihil esse certi; si Parmenidi, nihil est"
"prose,Seneca, Lucius Annaeus","capi. </s><s> Hanc philosophiam fuisse illo rudi saeculo quo adhuc artificia deerant et ipso usu discebantur utilia non","credo",". </s><s> Sicut aut fortunata tempora, cum in medio iacerent beneficia naturae promiscue utenda, antequam avaritia atque"
"prose,Cicero, Marcus Tullius",". </s><s> quid, si in prima contentione vi tribunicia victus in foro cum multis bonis viris concidissem? </s><s> senatum consules,","credo",", vocassent, quem totum de civitate delerant; ad arma vocassent, qui ne vestitu quidem defendi rem publicam sissent; a"
"prose,Cicero, Marcus Tullius","obsessum teneret? </s><s> haec ut efficere posset, quae fieri nisi armis oppressa re publica nullo modo poterant, idcirco,","credo",", manum sibi P. Sestius et copias comparavit. </s><s> '' at nondum erat maturum; nondum res ipsa ad eius modi praesidia viros"
"prose,Cicero, Marcus Tullius","? </s><s> cui bene dixit umquam bono? </s><s> bene dixit? </s><s> immo quem fortem et bonum civem non petulantissime est insectatus? </s><s> qui, ut","credo",", non libidinis causa, sed ut plebicola videretur, libertinam duxit uxorem. </s><s> is de me suffragium tulit, is adfuit, is"
"prose,Cicero, Marcus Tullius",". </s><s> quae res hominem impellit ut sit tam intemperans iste nimia gloriae cupiditate? </s><s> familiam gladiatoriam,","credo",", nactus est speciosam, nobilem, gloriosam; norat studia populi, videbat clamores et concursus futuros. </s><s> hac"
